bnf_code,drug_name,chemical_substance,year,items
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2018,8582687.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2018,140.0
0403010,Amitriptyline HCl_Oral Susp 25mg/5ml,amitriptyline,2018,1.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2018,8293.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2018,23578.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2018,3023754.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2018,1889065.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2018,5007.0
0403010,Triptafen_Tab,amitriptyline,2018,42.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2005,6376.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2017,5475.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2016,8279.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2000,3369.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,1998,2200.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2011,2902191.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2015,25866.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2016,997.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2005,6492.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,1999,611500.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2013,1631560.0
0403010,Amitriptyline HCl_Oral Susp 10mg/5ml,amitriptyline,2012,604.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2000,5870.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2007,1082506.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2017,1884030.0
0403010,Amitriptyline HCl_Liq Spec 15mg/5ml,amitriptyline,2013,3.0
0403010,Amitriptyline HCl_Liq Spec 2.5mg/5ml,amitriptyline,2011,1.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2016,5142.0
0403010,Amitriptyline HCl_Liq Spec 15mg/5ml,amitriptyline,2010,1.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2012,3.0
0403010,Amitriptyline HCl_Oral Susp 25mg/5ml,amitriptyline,2017,13.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2004,2062324.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2001,1379194.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2002,16590.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2016,1869072.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,1999,14300.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2007,20945.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2013,1.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2012,2.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2017,314.0
0403010,Amitriptyline HCl_Liq Spec 150mg/5ml,amitriptyline,2010,2.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2012,10.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2003,4724.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2000,14207.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2017,23994.0
0403010,Amitriptyline HCl_Oral Susp 10mg/5ml,amitriptyline,2014,197.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,1999,3200.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2008,4412.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2014,1720240.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2010,7615.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml,amitriptyline,2011,950.0
0403010,Amitriptyline HCl_Liq Spec 1.25mg/5ml,amitriptyline,2015,1.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2002,815694.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2006,2334448.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2003,6125.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,1998,585000.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2014,1.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2001,7963.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,1999,700.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,1998,10700.0
0403010,Amitriptyline HCl_Oral Susp 10mg/5ml,amitriptyline,2015,53.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2016,2.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2015,1234.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2008,21586.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2002,1591348.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2005,2292813.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2015,8782.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2013,3043960.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,1998,1637800.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,1998,500.0
0403010,Amitriptyline HCl_Liq Spec 15mg/5ml,amitriptyline,2011,3.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml,amitriptyline,2014,2682.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2007,2595.0
0403010,Amitriptyline HCl_Oral Susp 10mg/5ml,amitriptyline,2013,331.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2014,7000800.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2013,2.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2001,1978256.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2016,7961879.0
0403010,Amitriptyline HCl_Liq Spec 25mg/5ml,amitriptyline,2001,194.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml,amitriptyline,2012,4663.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml,amitriptyline,2013,3432.0
0403010,Amitriptyline HCl_Liq Spec 1.25mg/5ml,amitriptyline,2010,1.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2000,706190.0
0403010,Amitriptyline HCl_Liq Spec 150mg/5ml,amitriptyline,2011,2.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2011,6.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2014,26671.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2006,1018106.0
0403010,Amitriptyline HCl_Liq Spec 15mg/5ml,amitriptyline,2017,1.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2011,4.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2009,1228010.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2017,8293933.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2001,993.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,1999,1714400.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2009,3928885.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2001,14597.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,1998,801200.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2004,6380.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2012,23624.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2015,3081433.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2015,7488395.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2003,1828475.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2007,2449258.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2003,890465.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2010,4542243.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2010,9565.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2017,8169.0
0403010,Amitriptyline HCl_Liq Spec 150mg/5ml,amitriptyline,2013,1.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2012,2992080.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2009,174.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2013,8280.0
0403010,Amitriptyline HCl_Liq Spec 50mg/5ml,amitriptyline,2000,62.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2014,5.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2004,1755.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2001,756952.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2002,3362.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2012,7794.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2000,1173443.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2014,8962.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,1998,3400.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2002,1237.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2012,5825860.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2010,2791816.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2011,5204004.0
0403010,Amitriptyline HCl_Liq Spec 50mg/5ml,amitriptyline,1999,100.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2008,7477.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2006,20008.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2001,3397.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2015,1796989.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2005,2258.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2010,1319358.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2000,1879904.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2006,7004.0
0403010,Amitriptyline HCl_Liq Spec 25mg/5ml,amitriptyline,1999,100.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2013,6379210.0
0403010,Amitriptyline HCl_Oral Susp 10mg/5ml,amitriptyline,2011,183.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2008,3411488.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2010,22924.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2017,1.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2015,7.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2004,6030.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2015,762.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2003,1466.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2010,171.0
0403010,Amitriptyline HCl_Liq Spec 25mg/5ml,amitriptyline,2000,178.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2016,23965.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2016,3073738.0
0403010,Amitriptyline HCl_Liq Spec 2.5mg/5ml,amitriptyline,2010,1.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2008,1152807.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2002,6761.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2011,72.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2012,1539330.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2005,2267076.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2007,7248.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2017,3040890.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2011,7768.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2016,2.0
0403010,Amitriptyline HCl_Liq Spec 25mg/5ml,amitriptyline,1998,100.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2003,2179638.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2002,2070263.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2000,735.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2010,2.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2011,1428508.0
0403010,Amitriptyline HCl_Oral Susp 25mg/5ml,amitriptyline,2016,1.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2004,944528.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2009,22009.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml,amitriptyline,2015,938.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2008,2568810.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2007,2970705.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2005,19004.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2009,10788.0
0403010,Amitriptyline HCl_Liq Spec 15mg/5ml,amitriptyline,2012,1.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2007,7690.0
0403010,Amitriptyline HCl_Liq Spec 100mg/5ml,amitriptyline,2008,148.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2004,19596.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2008,4312.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2003,19757.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2014,3091680.0
0403010,Amitriptyline HCl_Liq Spec 50mg/5ml,amitriptyline,1998,100.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2011,5058.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,1999,4000.0
0403010,Amitriptyline HCl_Liq Spec 150mg/5ml,amitriptyline,2012,1.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2004,2233630.0
0403010,Amitriptyline HCl_Tab 50mg,amitriptyline,2005,977108.0
0403010,Amitriptyline HCl_Oral Soln 50mg/5ml S/F,amitriptyline,2009,7274.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2015,2.0
0403010,Amitriptyline HCl_Liq Spec 10mg/5ml,amitriptyline,2006,2036.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,1999,964900.0
0403010,Amitriptyline HCl_Tab 10mg,amitriptyline,2006,2577038.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2009,221.0
0403010,Amitriptyline HCl_Tab 25mg,amitriptyline,2009,2678901.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2013,24876.0
0403010,Amitriptyline HCl_Oral Soln 10mg/5ml S/F,amitriptyline,2006,6983.0
0403010,Amitriptyline HCl_Oral Soln 25mg/5ml S/F,amitriptyline,2011,23167.0
0403010,Amitriptyline HCl_Liq Spec 5mg/5ml,amitriptyline,2010,10.0
0403010,Domical_Tab 25mg,amitriptyline,1999,5000.0
0403010,Domical_Tab 25mg,amitriptyline,1998,18600.0
0403010,Domical_Tab 10mg,amitriptyline,2000,58.0
0403010,Domical_Tab 10mg,amitriptyline,1998,6700.0
0403010,Domical_Tab 10mg,amitriptyline,1999,2900.0
0403010,Domical_Tab 50mg,amitriptyline,2000,54.0
0403010,Domical_Tab 25mg,amitriptyline,2000,104.0
0403010,Domical_Tab 50mg,amitriptyline,1999,20400.0
0403010,Domical_Tab 50mg,amitriptyline,1998,4500.0
0403010,Elavil_Tab 10mg,amitriptyline,1999,100.0
0403010,Elavil_Tab 25mg,amitriptyline,1999,100.0
0403010,Lentizol_Cap 25mg,amitriptyline,2000,63927.0
0403010,Lentizol_Cap 25mg,amitriptyline,1999,71300.0
0403010,Lentizol_Cap 50mg,amitriptyline,2001,47450.0
0403010,Lentizol_Cap 50mg,amitriptyline,1998,60400.0
0403010,Lentizol_Cap 25mg,amitriptyline,2016,1.0
0403010,Lentizol_Cap 25mg,amitriptyline,2002,39600.0
0403010,Lentizol_Cap 25mg,amitriptyline,2001,63037.0
0403010,Lentizol_Cap 25mg,amitriptyline,1998,72100.0
0403010,Lentizol_Cap 50mg,amitriptyline,2000,47876.0
0403010,Lentizol_Cap 50mg,amitriptyline,2003,425.0
0403010,Lentizol_Cap 25mg,amitriptyline,2010,3.0
0403010,Lentizol_Cap 50mg,amitriptyline,2002,29056.0
0403010,Lentizol_Cap 25mg,amitriptyline,2003,447.0
0403010,Lentizol_Cap 50mg,amitriptyline,1999,55000.0
0403010,Tryptizol_Tab 50mg,amitriptyline,2000,1654.0
0403010,Tryptizol_Tab 25mg,amitriptyline,1998,67000.0
0403010,Tryptizol_Tab 10mg,amitriptyline,1998,26400.0
0403010,Tryptizol-75_Cap 75mg,amitriptyline,1998,500.0
0403010,Tryptizol_Tab 25mg,amitriptyline,2001,508.0
0403010,Tryptizol_Tab 10mg,amitriptyline,2000,2248.0
0403010,Tryptizol_Tab 50mg,amitriptyline,2001,183.0
0403010,Tryptizol_Tab 25mg,amitriptyline,1999,94600.0
0403010,Tryptizol_Tab 10mg,amitriptyline,2001,242.0
0403010,Tryptizol_Inj 10mg/ml 10ml Vl,amitriptyline,1998,100.0
0403010,Tryptizol_Tab 50mg,amitriptyline,1999,20200.0
0403010,Tryptizol_Tab 25mg,amitriptyline,2000,5931.0
0403010,Tryptizol_Tab 10mg,amitriptyline,1999,35200.0
0403010,Tryptizol_Tab 50mg,amitriptyline,1998,15900.0
0403010,Triptafen-M_Tab,amitriptyline,2000,29216.0
0403010,Triptafen_Tab,amitriptyline,2009,14196.0
0403010,Triptafen-M_Tab,amitriptyline,2001,26989.0
0403010,Triptafen_Tab,amitriptyline,2007,32553.0
0403010,Triptafen-M_Tab,amitriptyline,2005,19558.0
0403010,Triptafen_Tab,amitriptyline,2013,123.0
0403010,Triptafen_Tab,amitriptyline,2003,45516.0
0403010,Triptafen_Tab,amitriptyline,2015,77.0
0403010,Triptafen_Tab,amitriptyline,2005,36541.0
0403010,Triptafen_Tab,amitriptyline,1999,63000.0
0403010,Triptafen_Tab,amitriptyline,2012,570.0
0403010,Triptafen_Tab,amitriptyline,2000,57410.0
0403010,Triptafen-M_Tab,amitriptyline,1999,30600.0
0403010,Triptafen-M_Tab,amitriptyline,1998,32500.0
0403010,Triptafen_Tab,amitriptyline,1998,69300.0
0403010,Triptafen_Tab,amitriptyline,2010,13094.0
0403010,Triptafen_Tab,amitriptyline,2016,61.0
0403010,Triptafen_Tab,amitriptyline,2001,53337.0
0403010,Triptafen_Tab,amitriptyline,2017,73.0
0403010,Triptafen_Tab,amitriptyline,2004,42682.0
0403010,Triptafen-M_Tab,amitriptyline,2004,21318.0
0403010,Triptafen-M_Tab,amitriptyline,2010,829.0
0403010,Triptafen-M_Tab,amitriptyline,2009,11058.0
0403010,Triptafen_Tab,amitriptyline,2006,33855.0
0403010,Triptafen-M_Tab,amitriptyline,2002,24683.0
0403010,Triptafen-M_Tab,amitriptyline,2006,19147.0
0403010,Triptafen_Tab,amitriptyline,2011,6719.0
0403010,Triptafen-M_Tab,amitriptyline,2003,22841.0
0403010,Triptafen-M_Tab,amitriptyline,2007,17571.0
0403010,Triptafen_Tab,amitriptyline,2014,95.0
0403010,Triptafen_Tab,amitriptyline,2002,49583.0
0403010,Triptafen_Tab,amitriptyline,2008,21415.0
0403010,Triptafen-M_Tab,amitriptyline,2008,15617.0
0403010,Triptafen-M_Tab,amitriptyline,2011,11.0
0403010,Amoxapine_Tab 100mg,Other,2018,1.0
0403010,Defanyl_Tab 100mg,Other,2018,5.0
0403010,Amoxapine_Tab 100mg,Other,2017,2.0
0403010,Amoxapine_Tab 100mg,Other,2016,8.0
0403010,Asendis_Tab 50mg,Other,2006,67.0
0403010,Asendis_Tab 50mg,Other,2005,1304.0
0403010,Asendis_Tab 100mg,Other,1999,1400.0
0403010,Asendis_Tab 25mg,Other,1999,900.0
0403010,Asendis_Tab 25mg,Other,2000,52.0
0403010,Asendis_Tab 100mg,Other,2002,989.0
0403010,Asendis_Tab 100mg,Other,2000,1127.0
0403010,Asendis_Tab 100mg,Other,2004,862.0
0403010,Asendis_Tab 100mg,Other,2005,768.0
0403010,Asendis_Tab 100mg,Other,2003,969.0
0403010,Asendis_Tab 50mg,Other,2003,1955.0
0403010,Asendis_Tab 25mg,Other,1998,2300.0
0403010,Asendis_Tab 100mg,Other,2001,1032.0
0403010,Asendis_Tab 100mg,Other,2011,2.0
0403010,Asendis_Tab 50mg,Other,2000,3024.0
0403010,Asendis_Tab 100mg,Other,1998,1700.0
0403010,Asendis_Tab 50mg,Other,2002,2245.0
0403010,Asendis_Tab 50mg,Other,1999,3300.0
0403010,Asendis_Tab 100mg,Other,2015,1.0
0403010,Asendis_Tab 50mg,Other,1998,3200.0
0403010,Asendis_Tab 50mg,Other,2004,1819.0
0403010,Asendis_Tab 100mg,Other,2010,13.0
0403010,Asendis_Tab 50mg,Other,2001,2582.0
0403010,Asendis_Tab 50mg,Other,2010,1.0
0403010,Defanyl_Tab 100mg,Other,2017,2.0
0403010,Defanyl_Tab 100mg,Other,2015,5.0
0403010,Tryptizol_Syr 10mg/5ml S/F,amitriptyline,1998,10200.0
